state,county,total_votes,percent
Louisiana,Tensas Parish,2554,100
Louisiana,Terrebonne Parish,46240,100
Louisiana,Union Parish,11201,100
Louisiana,Vermilion Parish,27324,100
Louisiana,Vernon Parish,17268,100
Louisiana,Washington Parish,19513,100
Louisiana,Webster Parish,18216,100
Louisiana,West Baton Rouge Parish,14097,100
Louisiana,West Carroll Parish,5052,100
Louisiana,West Feliciana Parish,6268,100
Louisiana,Winn Parish,6225,100
Maine,Aroostook Cty Townships,412,71
Maine,Franklin Cty Townships,262,20
Maine,Hancock Cty Townships,59,22
Maine,Oxford Cty Townships,431,77
Maine,Penobscot Cty Townships,526,95
Maine,Piscataquis Cty Townshps,209,42
Maine,Somerset Cty Townships,268,91
Maine,Washington Cty Townships,332,9
Maine,Indian Township Vtng Dst,285,92
Maine,Oxbow Plt.,52,67
Maine,Pleasant Point Votng Dst,269,87
Maine,Auburn,13349,92
Maine,Durham,2789,95
Maine,Greene,2642,99
Maine,Leeds,1405,95
Maine,Lewiston,17321,99
Maine,Lisbon,5352,95
Maine,Livermore,1429,95
Maine,Livermore Falls,1591,88
Maine,Mechanic Falls,1712,99
Maine,Minot,1828,95
Maine,Poland,3501,99
Maine,Sabattus,3069,94
Maine,Turner,3428,99
Maine,Wales,968,95
Maine,Allagash,184,92
Maine,Amity,137,91
Maine,Ashland,672,92
Maine,Blaine,437,92
Maine,Bridgewater,342,85
Maine,Caribou,4063,99
Maine,Cary Plt.,129,0
Maine,Castle Hill,246,93
Maine,Caswell,162,83
Maine,Chapman,309,90
Maine,Crystal,168,95
Maine,Cyr Plt.,59,95
Maine,Dyer Brook,169,89
Maine,Eagle Lake,519,89
Maine,Easton,741,95
Maine,Fort Fairfield,1827,93
Maine,Fort Kent,2342,95
Maine,Frenchville,674,89
Maine,Garfield Plt.,59,95
Maine,Glenwood Plt.,7,14
Maine,Grand Isle,256,91
Maine,Hamlin,116,94
Maine,Hammond,56,82
Maine,Haynesville,66,95
Maine,Hersey,39,95
Maine,Hodgdon,752,95
Maine,Houlton,2740,99
Maine,Island Falls,467,95
Maine,Limestone,953,80
Maine,Linneus,517,95
Maine,Littleton,548,95
Maine,Ludlow,254,95
Maine,Macwahoc Plt.,53,81
Maine,Madawaska,2112,99
Maine,Mapleton,1247,93
Maine,Mars Hill,849,87
Maine,Masardis,167,73
Maine,Merrill,153,89
Maine,Monticello,452,95
Maine,Moro Plt.,31,94
Maine,Nashville Plt.,23,95
Maine,New Canada,296,54
Maine,New Limerick,370,95
Maine,New Sweden,405,80
Maine,Oakfield,422,95
Maine,Orient,107,84
Maine,Penobscot Nation Vot Dst,296,95
Maine,Perham,235,91
Maine,Portage Lake,278,95
Maine,Presque Isle,4731,90
Maine,Reed Plt.,93,87
Maine,Saint Agatha,634,95
Maine,St. Francis,278,88
Maine,St. John Plt.,186,92
Maine,Sherman,703,95
Maine,Smyrna,167,94
Maine,Stockholm,175,91
Maine,Van Buren,1034,87
Maine,Wade,163,87
Maine,Wallagrass,323,90
Maine,Washburn,915,90
Maine,Westfield,298,90
Maine,Westmanland,56,95
Maine,Weston,207,88
Maine,Winterville Plt.,156,80
Maine,Woodland,734,90
Maine,Baldwin,1007,95
Maine,Bridgton,3268,99
Maine,Brunswick,14351,95
Maine,Cape Elizabeth,7009,99
Maine,Casco,2324,95
Maine,Chebeague Island,358,92
Maine,Cumberland,6045,99
Maine,Falmouth,8405,95
Maine,Freeport,5764,95
Maine,Frye Island,89,64
Maine,Gorham,10638,95
Maine,Gray,5250,95
Maine,Harpswell,3718,95
Maine,Harrison,1610,95
Maine,Long Island,230,83
Maine,Naples,2497,95
Maine,New Gloucester,3596,95
Maine,North Yarmouth,2722,95
Maine,Portland,45198,92
Maine,Pownal,1157,95
Maine,Raymond,3091,95
Maine,Scarborough,14461,95
Maine,Sebago,1228,95
Maine,South Portland,16364,99
Maine,Standish,6202,98
Maine,Westbrook,11318,99
Maine,Windham,11436,99
Maine,Yarmouth,5898,95
Maine,Avon,267,95
Maine,Carrabassett Valley,490,95
Maine,Carthage,313,95
Maine,Chesterville,808,95
Maine,Coplin Plt.,110,95
Maine,Dallas Plt.,252,83
Maine,Eustis,451,95
Maine,Farmington,1676,99
Maine,Industry,509,95
Maine,Jay,2819,95
Maine,Kingfield,865,95
Maine,New Sharon,1010,95
Maine,New Vineyard,473,95
Maine,Phillips,693,95
Maine,Rangeley,798,95
Maine,Rangeley Plt.,179,81
Maine,Sandy River Plt.,105,95
Maine,Strong,835,95
Maine,Temple,356,94
Maine,Weld,320,93
Maine,Wilton,2512,87
Maine,Amherst,194,95
Maine,Aurora,85,85
Maine,Bar Harbor,3311,95
Maine,Blue Hill,1962,95
Maine,Brooklin,629,95
Maine,Brooksville,714,95
Maine,Bucksport,2855,99
Maine,Castine,626,80
Maine,Cranberry Isles,174,79
Maine,Dedham,1180,95
Maine,Deer Isle,1319,95
Maine,Eastbrook,265,84
Maine,Ellsworth,3984,99
Maine,Franklin,874,95
Maine,Frenchboro,46,67
Maine,Gouldsboro,1129,95
Maine,Great Pond,47,91
Maine,Hancock,1432,95
Maine,Lamoine,1183,95
Maine,Mariaville,316,95
Maine,Mount Desert,1488,99
Maine,Orland,1527,93
Maine,Osborn,47,94
Maine,Otis,473,95
Maine,Penobscot,851,99
Maine,Sedgwick,806,95
Maine,Sorrento,222,85
Maine,Southwest Harbor,1203,95
Maine,Stonington,675,95
Maine,Sullivan,721,95
Maine,Surry,1077,95
Maine,Swan's Island,273,95
Maine,Tremont,1019,95
Maine,Trenton,947,95
Maine,Verona,346,95
Maine,Waltham,230,95
Maine,Winter Harbor,331,95
Maine,Albion,1264,95
Maine,Augusta,9878,95
Maine,Belgrade,2226,99
Maine,Benton,1673,95
Maine,Chelsea,1630,95
Maine,China,2708,95
Maine,Clinton,1797,99
Maine,Farmingdale,1834,95
Maine,Fayette,855,95
Maine,Gardiner,3380,95
Maine,Hallowell,1746,95
Maine,Litchfield,2177,99
Maine,Manchester,1777,95
Maine,Monmouth,2602,95
Maine,Mount Vernon,1125,95
Maine,Oakland,3628,99
Maine,Pittston,1821,95
Maine,Randolph,1089,94
Maine,Readfield,1780,95
Maine,Rome,652,95
Maine,Sidney,2954,99
Maine,Unity,950,99
Maine,Vassalboro,2663,95
Maine,Vienna,423,95
Maine,Waterville,7940,95
Maine,Wayne,869,99
Maine,West Gardiner,2381,95
Maine,Windsor,1492,95
Maine,Winslow,4679,99
Maine,Winthrop,3982,94
Maine,Appleton,941,95
Maine,Camden,3711,95
Maine,Cushing,954,95
Maine,Friendship,821,95
Maine,Hope,1122,95
Maine,Isle Au Haut,72,92
Maine,Matinicus Isle Plt.,60,83
Maine,North Haven,313,95
Maine,Owl's Head,1108,95
Maine,Rockland,609,99
Maine,Rockport,2499,95
Maine,St. George,1796,95
Maine,South Thomaston,987,95
Maine,Thomaston,1626,95
Maine,Union,1500,95
Maine,Vinalhaven,846,95
Maine,Warren,2253,99
Maine,Washington,1017,95
Maine,Alna,513,95
Maine,Boothbay,2255,95
Maine,Boothbay Harbor,1488,94
Maine,Bremen,543,95
Maine,Bristol,2017,95
Maine,Damariscotta,1495,99
Maine,Dresden,1163,95
Maine,Edgecomb,884,95
Maine,Jefferson,1729,95
Maine,Monhegan Plt.,66,94
Maine,Newcastle,1299,95
Maine,Nobleboro,1266,95
Maine,Somerville,374,95
Maine,South Bristol,678,95
Maine,Southport,456,95
Maine,Waldoboro,3025,95
Maine,Westport,551,95
Maine,Whitefield,1483,99
Maine,Wiscasset,2401,95
Maine,Andover,585,92
Maine,Bethel,1836,95
Maine,Brownfield,952,99
Maine,Buckfield,1189,92
Maine,Byron,102,90
Maine,Canton,563,95
Maine,Denmark,805,95
Maine,Dixfield,1302,99
Maine,Fryeburg,1944,95
Maine,Gilead,133,92
Maine,Greenwood,506,95
Maine,Hanover,213,93
Maine,Hartford,724,99
Maine,Hebron,813,95
Maine,Hiram,912,95
Maine,Lincoln Plt.,33,95
Maine,Lovell,773,95
Maine,Magalloway Plt.,20,80
Maine,Mexico,1448,88
Maine,Newry,299,95
Maine,Norway,2859,95
Maine,Otisfield,1181,95
Maine,Oxford,2336,99
Maine,Paris,2943,95
Maine,Peru,1060,86
Maine,Porter,884,95
Maine,Roxbury,274,90
Maine,Rumford,3097,92
Maine,Stoneham,198,93
Maine,Stow,236,95
Maine,Sumner,588,94
Maine,Sweden,274,95
Maine,Upton,69,93
Maine,Waterford,1009,95
Maine,West Paris,1091,88
Maine,Woodstock,842,95
Maine,Alton,515,92
Maine,Bangor,17738,91
Maine,Bradford,733,95
Maine,Bradley,890,95
Maine,Brewer,5264,99
Maine,Burlington,217,95
Maine,Carmel,1749,95
Maine,Carroll Plt.,108,81
Maine,Charleston,757,99
Maine,Chester,363,90
Maine,Clifton,561,95
Maine,Corinna,1253,95
Maine,Corinth,1663,95
Maine,Dexter,1968,94
Maine,Dixmont,791,92
Maine,Drew Plt.,28,68
Maine,East Millinocket,1023,93
Maine,Eddington,1479,95
Maine,Edinburg,85,95
Maine,Enfield,876,99
Maine,Etna,705,95
Maine,Exeter,601,95
Maine,Garland,605,99
Maine,Glenburn,2811,99
Maine,Greenbush,760,94
Maine,Hampden,4930,99
Maine,Hermon,3862,95
Maine,Holden,2131,99
Maine,Howland,747,86
Maine,Hudson,820,75
Maine,Kenduskeag,770,99
Maine,LaGrange,401,89
Maine,Lakeville,92,75
Maine,Lee,574,89
Maine,Levant,1678,99
Maine,Lincoln,2710,95
Maine,Lowell,256,99
Maine,Mattawamkeag,433,90
Maine,Maxfield,67,95
Maine,Medway,818,93
Maine,Milford,1851,99
Maine,Millinocket,2757,87
Maine,Mount Chase,132,92
Maine,Newburgh,1034,95
Maine,Newport,1917,91
Maine,Old Town,4259,99
Maine,Orono,5244,99
Maine,Orrington,2608,95
Maine,Passadumkeag,239,94
Maine,Patten,555,94
Maine,Plymouth,746,99
Maine,Seboeis Plt.,39,95
Maine,Springfield,198,81
Maine,Stacyville,244,86
Maine,Stetson,786,95
Maine,Veazie,1236,95
Maine,Webster Plt.,37,95
Maine,Winn,223,93
Maine,Woodville,150,91
Maine,Abbot,441,95
Maine,Atkinson,209,83
Maine,Beaver Cove,115,95
Maine,Bowerbank,101,95
Maine,Brownville,777,95
Maine,Dover-Foxcroft,2338,95
Maine,Greenville,1242,93
Maine,Guilford,734,99
Maine,Kingsbury Plt.,22,0
Maine,Lake View Plt.,83,95
Maine,Medford,170,95
Maine,Milo,1291,95
Maine,Monson,489,95
Maine,Parkman,531,92
Maine,Sangerville,790,95
Maine,Sebec,424,95
Maine,Shirley,167,80
Maine,Wellington,143,83
Maine,Willimantic,97,93
Maine,Arrowsic,359,95
Maine,Bath,5149,95
Maine,Bowdoin,1896,95
Maine,Bowdoinham,2026,95
Maine,Georgetown,817,95
Maine,Phippsburg,1550,95
Maine,Richmond,2064,95
Maine,Topsham,6553,99
Maine,West Bath,1330,95
Maine,Woolwich,2175,95
Maine,Anson,1269,95
Maine,Athens,532,95
Maine,Bingham,579,95
Maine,Brighton Plt.,55,89
Maine,Cambridge,296,85
Maine,Canaan,1239,93
Maine,Caratunk,59,95
Maine,Cornville,791,95
Maine,Dennistown Plt.,28,86
Maine,Detroit,448,95
Maine,Embden,581,95
Maine,Fairfield,3624,94
Maine,Harmony,524,93
Maine,Hartland,966,93
Maine,Highland Plt.,116,99
Maine,Jackman,582,92
Maine,Madison,2461,95
Maine,Mercer,452,95
Maine,Moose River,132,94
Maine,Moscow,282,95
Maine,New Portland,475,95
Maine,Norridgewock,1982,95
Maine,Palmyra,1189,95
Maine,Pittsfield,2042,99
Maine,Pleasant Ridge Plt.,59,90
Maine,Ripley,288,95
Maine,St. Albans,1259,94
Maine,Skowhegan,4437,95
Maine,Smithfield,671,93
Maine,Solon,653,95
Maine,Starks,378,95
Maine,The Forks Plt.,51,75
Maine,West Forks Plt.,56,95
Maine,Belfast,4255,95
Maine,Belmont,616,95
Maine,Brooks,627,95
Maine,Burnham,739,87
Maine,Frankfort,722,94
Maine,Freedom,472,95
Maine,Islesboro,460,95
Maine,Jackson,356,95
Maine,Knox,1003,47
Maine,Liberty,603,95
Maine,Lincolnville,1666,95
Maine,Monroe,600,95
Maine,Montville,693,94
Maine,Morrill,584,95
Maine,Northport,1103,95
Maine,Palermo,953,95
Maine,Prospect,449,94
Maine,Searsmont,923,95
Maine,Searsport,1680,95
Maine,Stockton Springs,1085,95
Maine,Swanville,827,99
Maine,Thorndike,475,94
Maine,Troy,616,95
Maine,Waldo,526,95
Maine,Winterport,2326,99
Maine,Addison,707,99
Maine,Alexander,338,91
Maine,Baileyville,761,88
Maine,Baring Plt.,138,81
Maine,Beals,309,95
Maine,Beddington,45,95
Maine,Calais,1648,92
Maine,Charlotte,204,95
Maine,Cherryfield,641,99
Maine,Columbia,233,95
Maine,Columbia Falls,325,95
Maine,Cooper,148,65
Maine,Crawford,83,80
Maine,Cutler,316,95
Maine,Danforth,399,95
Maine,Deblois,44,91
Maine,Dennysville,357,95
Maine,East Machias,792,95
Maine,Eastport,929,90
Maine,Grand Lake Stream Plt,115,85
Maine,Harrington,531,95
Maine,Jonesboro,360,95
Maine,Jonesport,733,95
Maine,Lubec,874,95
Maine,Machias,1032,87
Maine,Machiasport,542,95
Maine,Marshfield,316,99
Maine,Meddybemps,113,91
Maine,Milbridge,741,95
Maine,Northfield,123,95
Maine,Pembroke,545,88
Maine,Perry,509,92
Maine,Princeton,550,85
Maine,Robbinston,356,95
Maine,Roque Bluffs,192,95
Maine,Steuben,686,95
Maine,Talmadge,43,74
Maine,Topsfield,138,90
Maine,Vanceboro,121,77
Maine,Waite,67,76
Maine,Wesley,89,85
Maine,Whiting,374,95
Maine,Whitneyville,125,95
Maine,Acton,1614,95
Maine,Alfred,2010,95
Maine,Arundel,2709,95
Maine,Berwick,4310,95
Maine,Biddeford,11049,95
Maine,Buxton,5284,95
Maine,Cornish,900,95
Maine,Dayton,1364,95
Maine,Eliot,4668,95
Maine,Hollis,2838,95
Maine,Kennebunk,8061,95
Maine,Kennebunkport,2581,99
Maine,Kittery,6133,95
Maine,Lebanon,3509,95
Maine,Limerick,1849,99
Maine,Limington,2257,95
Maine,Lyman,2815,95
Maine,Newfield,934,95
Maine,North Berwick,3120,95
Maine,Ogunquit,963,95
Maine,Old Orchrd Bch,6008,95
Maine,Parsonsfield,1109,95
Maine,Saco,12254,95
Maine,Sanford,8745,99
Maine,Shapleigh,1700,95
Maine,South Berwick,4663,99
Maine,Waterboro,4302,95
Maine,Wells,7161,95
Maine,York,9604,95
Maryland,Allegany County,30641,100
Maryland,Anne Arundel County,309617,100
Maryland,Baltimore County,414932,100
Maryland,Calvert County,49112,100
Maryland,Caroline County,15794,100
Maryland,Carroll County,100327,100
Maryland,Cecil County,47462,100
Maryland,Charles County,89498,100
Maryland,Dorchester County,15977,100
Maryland,Frederick County,145615,100
Maryland,Garrett County,15611,100
Maryland,Harford County,148186,100
Maryland,Howard County,183062,100
Maryland,Kent County,10794,100
Maryland,Montgomery County,533743,100
Maryland,Prince George's County,424855,100
Maryland,Queen Anne's County,30290,100
Maryland,St. Mary's County,55665,100
Maryland,Somerset County,10147,100
Maryland,Talbot County,22555,100
Maryland,Washington County,67779,100
Maryland,Wicomico County,46216,100
Maryland,Worcester County,31691,100
Maryland,Baltimore city,237461,100
Massachusetts,Barnstable,28427,100
Massachusetts,Bourne,12119,100
Massachusetts,Brewster,7436,100
Massachusetts,Chatham,5075,100
Massachusetts,Dennis,10321,100
Massachusetts,Eastham,4100,100
Massachusetts,Falmouth,21890,100
Massachusetts,Harwich,9448,100
Massachusetts,Mashpee,10263,100
Massachusetts,Orleans,4842,100
Massachusetts,Provincetown,2613,100
Massachusetts,Sandwich,14061,100
Massachusetts,Truro,1762,100
Massachusetts,Wellfleet,2484,95
Massachusetts,Yarmouth,15452,100
Massachusetts,Adams,4441,100
Massachusetts,Alford,330,100
Massachusetts,Becket,1195,100
Massachusetts,Cheshire,1946,100
Massachusetts,Clarksburg,990,100
Massachusetts,Dalton,3821,100
Massachusetts,Egremont,973,100
Massachusetts,Florida,418,100
Massachusetts,Great Barrington,4112,100
Massachusetts,Hancock,478,100
Massachusetts,Hinsdale,1210,100
Massachusetts,Lanesborough,1891,100
Massachusetts,Lee,3489,100
Massachusetts,Lenox,3368,100
Massachusetts,Monterey,592,100
Massachusetts,Mount Washington,125,100
Massachusetts,New Ashford,151,100
Massachusetts,New Marlborough,959,100
Massachusetts,North Adams,5932,100
Massachusetts,Otis,1014,100
Massachusetts,Peru,533,100
Massachusetts,Pittsfield,21942,100
Massachusetts,Richmond,1057,100
Massachusetts,Sandisfield,515,100
Massachusetts,Savoy,399,100
Massachusetts,Sheffield,2162,100
Massachusetts,Stockbridge,1401,95
Massachusetts,Tyringham,314,100
Massachusetts,Washington,353,100
Massachusetts,West Stockbridge,971,100
Massachusetts,Williamstown,3757,100
Massachusetts,Windsor,579,100
Massachusetts,Acushnet,6068,100
Massachusetts,Attleboro,23555,100
Massachusetts,Berkley,4113,100
Massachusetts,Dartmouth,17884,100
Massachusetts,Dighton,4724,100
Massachusetts,Easton,14519,100
Massachusetts,Fairhaven,9557,100
Massachusetts,Fall River,31616,100
Massachusetts,Freetown,5506,100
Massachusetts,Mansfield,14537,100
Massachusetts,New Bedford,34877,100
Massachusetts,North Attleborough,17191,100
Massachusetts,Norton,10974,100
Massachusetts,Raynham,8811,100
Massachusetts,Rehoboth,7917,100
Massachusetts,Seekonk,8955,100
Massachusetts,Somerset,11122,100
Massachusetts,Swansea,10034,100
Massachusetts,Taunton,26773,100
Massachusetts,Westport,10546,100
Massachusetts,Aquinnah,355,100
Massachusetts,Chilmark,921,100
Massachusetts,Edgartown,3101,100
Massachusetts,Gosnold,82,100
Massachusetts,Oak Bluffs,3209,100
Massachusetts,Tisbury,2835,100
Massachusetts,West Tisbury,2295,100
Massachusetts,Amesbury,10395,100
Massachusetts,Andover,21743,100
Massachusetts,Beverly,24450,100
Massachusetts,Boxford,5543,100
Massachusetts,Danvers,16907,100
Massachusetts,Essex,2512,100
Massachusetts,Georgetown,5585,100
Massachusetts,Gloucester,18159,100
Massachusetts,Groveland,4536,100
Massachusetts,Hamilton,4988,100
Massachusetts,Haverhill,32401,100
Massachusetts,Ipswich,9614,100
Massachusetts,Lawrence,23208,100
Massachusetts,Lynn,35777,100
Massachusetts,Lynnfield,8345,100
Massachusetts,Manchester,3819,100
Massachusetts,Marblehead,14234,100
Massachusetts,Merrimac,4391,100
Massachusetts,Methuen,25919,100
Massachusetts,Middleton,5858,100
Massachusetts,Nahant,2524,100
Massachusetts,Newbury,5025,100
Massachusetts,Newburyport,12708,100
Massachusetts,North Andover,18012,100
Massachusetts,Peabody,30090,100
Massachusetts,Rockport,5275,100
Massachusetts,Rowley,4227,100
Massachusetts,Salem,24018,100
Massachusetts,Salisbury,5556,100
Massachusetts,Saugus,15797,100
Massachusetts,Swampscott,9572,100
Massachusetts,Topsfield,4144,100
Massachusetts,Wenham,2608,100
Massachusetts,West Newbury,3270,100
Massachusetts,Ashfield,1218,100
Massachusetts,Bernardston,1375,100
Massachusetts,Buckland,1191,100
Massachusetts,Charlemont,743,100
Massachusetts,Colrain,1007,100
Massachusetts,Conway,1308,100
Massachusetts,Deerfield,3350,100
Massachusetts,Erving,904,95
Massachusetts,Gill,987,100
Massachusetts,Greenfield,9409,100
Massachusetts,Hawley,231,100
Massachusetts,Heath,468,100
Massachusetts,Leverett,1386,100
Massachusetts,Leyden,502,100
Massachusetts,Monroe,60,100
Massachusetts,Montague,4898,100
Massachusetts,New Salem,681,100
Massachusetts,Northfield,1855,100
Massachusetts,Orange,3800,100
Massachusetts,Rowe,267,100
Massachusetts,Shelburne,1174,100
Massachusetts,Shutesbury,1330,100
Massachusetts,Sunderland,2050,100
Massachusetts,Warwick,523,100
Massachusetts,Wendell,614,100
Massachusetts,Whately,1107,100
Massachusetts,Agawam,16185,100
Massachusetts,Blandford,775,100
Massachusetts,Brimfield,2314,100
Massachusetts,Chester,744,100
Massachusetts,Chicopee,25795,100
Massachusetts,East Longmeadow,10122,100
Massachusetts,Granville,990,100
Massachusetts,Hampden,3323,95
Massachusetts,Holland,1545,100
Massachusetts,Holyoke,16313,100
Massachusetts,Longmeadow,10395,100
Massachusetts,Ludlow,11384,100
Massachusetts,Monson,5175,100
Massachusetts,Montgomery,564,100
Massachusetts,Palmer,6503,100
Massachusetts,Russell,919,100
Massachusetts,Southwick,5732,100
Massachusetts,Springfield,54373,100
Massachusetts,Tolland,328,100
Massachusetts,Wales,1087,100
Massachusetts,Westfield,20685,100
Massachusetts,West Springfield,13513,100
Massachusetts,Wilbraham,9397,100
Massachusetts,Amherst,11871,100
Massachusetts,Belchertown,9609,100
Massachusetts,Chesterfield,822,100
Massachusetts,Cummington,591,100
Massachusetts,Easthampton,10592,100
Massachusetts,Goshen,672,100
Massachusetts,Granby,3956,100
Massachusetts,Hadley,3493,100
Massachusetts,Hatfield,2313,100
Massachusetts,Huntington,1217,100
Massachusetts,Middlefield,334,100
Massachusetts,Northampton,17925,100
Massachusetts,Pelham,925,100
Massachusetts,Plainfield,443,100
Massachusetts,Southampton,4194,100
Massachusetts,South Hadley,10059,100
Massachusetts,Ware,4951,100
Massachusetts,Westhampton,1195,100
Massachusetts,Williamsburg,1822,100
Massachusetts,Worthington,870,100
Massachusetts,Acton,13927,100
Massachusetts,Arlington,28551,100
Massachusetts,Ashby,2023,100
Massachusetts,Ashland,10444,100
Massachusetts,Ayer,4625,100
Massachusetts,Bedford,8739,95
Massachusetts,Belmont,15356,100
Massachusetts,Billerica,24644,100
Massachusetts,Boxborough,3402,100
Massachusetts,Burlington,15346,100
Massachusetts,Cambridge,54795,100
Massachusetts,Carlisle,3638,100
Massachusetts,Chelmsford,22349,100
Massachusetts,Concord,12311,100
Massachusetts,Dracut,17845,100
Massachusetts,Dunstable,2173,100
Massachusetts,Everett,14817,100
Massachusetts,Framingham,32048,100
Massachusetts,Groton,7285,100
Massachusetts,Holliston,9617,100
Massachusetts,Hopkinton,10296,100
Massachusetts,Hudson,11583,100
Massachusetts,Lexington,20048,100
Massachusetts,Lincoln,4271,100
Massachusetts,Littleton,6691,100
Massachusetts,Lowell,38681,100
Massachusetts,Malden,25623,100
Massachusetts,Marlborough,19143,100
Massachusetts,Maynard,6786,100
Massachusetts,Medford,31713,100
Massachusetts,Melrose,18241,100
Massachusetts,Natick,21914,95
Massachusetts,Newton,50295,100
Massachusetts,North Reading,9930,100
Massachusetts,Pepperell,7307,100
Massachusetts,Reading,16952,100
Massachusetts,Sherborn,2963,100
Massachusetts,Shirley,3700,100
Massachusetts,Somerville,42200,100
Massachusetts,Stoneham,14322,100
Massachusetts,Stow,4964,100
Massachusetts,Sudbury,12354,100
Massachusetts,Tewksbury,19137,100
Massachusetts,Townsend,5476,100
Massachusetts,Tyngsborough,7545,100
Massachusetts,Wakefield,16623,100
Massachusetts,Waltham,28896,100
Massachusetts,Watertown,19227,100
Massachusetts,Wayland,9302,100
Massachusetts,Westford,15298,100
Massachusetts,Weston,7085,100
Massachusetts,Wilmington,14806,100
Massachusetts,Winchester,13870,100
Massachusetts,Woburn,22418,100
Massachusetts,Nantucket,7306,100
Massachusetts,Avon,2697,100
Massachusetts,Bellingham,9889,100
Massachusetts,Braintree,21795,100
Massachusetts,Brookline,31084,100
Massachusetts,Canton,14485,100
Massachusetts,Cohasset,5669,100
Massachusetts,Dedham,15894,95
Massachusetts,Dover,4023,100
Massachusetts,Foxborough,11346,100
Massachusetts,Franklin,20346,100
Massachusetts,Holbrook,6213,100
Massachusetts,Medfield,8211,100
Massachusetts,Medway,8416,100
Massachusetts,Millis,5639,100
Massachusetts,Milton,17314,95
Massachusetts,Needham,20113,100
Massachusetts,Norfolk,6853,100
Massachusetts,Norwood,17453,100
Massachusetts,Plainville,5823,100
Massachusetts,Quincy,45793,100
Massachusetts,Randolph,17455,100
Massachusetts,Sharon,11617,100
Massachusetts,Stoughton,15623,100
Massachusetts,Walpole,16166,100
Massachusetts,Wellesley,16342,100
Massachusetts,Westwood,10545,100
Massachusetts,Weymouth,32827,100
Massachusetts,Wrentham,7807,100
Massachusetts,Abington,9660,100
Massachusetts,Bridgewater,14616,100
Massachusetts,Brockton,38712,100
Massachusetts,Carver,6961,100
Massachusetts,Duxbury,11219,100
Massachusetts,East Bridgewater,8767,100
Massachusetts,Halifax,4874,100
Massachusetts,Hanover,9652,100
Massachusetts,Hanson,6741,100
Massachusetts,Hingham,16229,100
Massachusetts,Hull,7080,100
Massachusetts,Kingston,8520,100
Massachusetts,Lakeville,7323,100
Massachusetts,Marion,3696,100
Massachusetts,Marshfield,17482,100
Massachusetts,Mattapoisett,4697,100
Massachusetts,Middleborough,13857,100
Massachusetts,Norwell,7386,100
Massachusetts,Pembroke,11753,100
Massachusetts,Plymouth,37336,100
Massachusetts,Plympton,1918,100
Massachusetts,Rochester,3833,100
Massachusetts,Rockland,9994,100
Massachusetts,Scituate,13530,100
Massachusetts,Wareham,12726,100
Massachusetts,West Bridgewater,4625,100
Massachusetts,Whitman,8629,100
Massachusetts,Boston,293796,100
Massachusetts,Chelsea,10524,100
Massachusetts,Revere,20890,100
Massachusetts,Winthrop,10252,100
Massachusetts,Ashburnham,3827,100
Massachusetts,Athol,5502,100
Massachusetts,Auburn,10201,100
Massachusetts,Barre,3157,100
Massachusetts,Berlin,2265,100
Massachusetts,Blackstone,5135,100
Massachusetts,Bolton,3762,100
Massachusetts,Boylston,3304,100
Massachusetts,Brookfield,2054,100
Massachusetts,Charlton,8122,100
Massachusetts,Clinton,7826,100
Massachusetts,Douglas,5534,100
Massachusetts,Dudley,6092,100
Massachusetts,East Brookfield,1365,100
Massachusetts,Fitchburg,16509,100
Massachusetts,Gardner,9444,100
Massachusetts,Grafton,11453,100
Massachusetts,Hardwick,1529,100
Massachusetts,Harvard,4129,100
Massachusetts,Holden,12654,100
Massachusetts,Hopedale,3775,100
Massachusetts,Hubbardston,2927,100
Massachusetts,Lancaster,4354,100
Massachusetts,Leicester,6415,100
Massachusetts,Leominster,21766,95
Massachusetts,Lunenburg,7192,100
Massachusetts,Mendon,3944,100
Massachusetts,Milford,14580,100
Massachusetts,Millbury,8162,100
Massachusetts,Millville,1848,100
Massachusetts,New Braintree,671,100
Massachusetts,Northborough,9687,100
Massachusetts,Northbridge,9228,100
Massachusetts,North Brookfield,2715,100
Massachusetts,Oakham,1257,100
Massachusetts,Oxford,7574,100
Massachusetts,Paxton,2962,100
Massachusetts,Petersham,872,100
Massachusetts,Phillipston,1094,100
Massachusetts,Princeton,2575,100
Massachusetts,Royalston,787,100
Massachusetts,Rutland,5675,100
Massachusetts,Shrewsbury,21131,100
Massachusetts,Southborough,6665,100
Massachusetts,Southbridge,7261,100
Massachusetts,Spencer,6412,100
Massachusetts,Sterling,5451,100
Massachusetts,Sturbridge,6093,100
Massachusetts,Sutton,6156,95
Massachusetts,Templeton,4495,100
Massachusetts,Upton,5300,100
Massachusetts,Uxbridge,8727,100
Massachusetts,Warren,2599,100
Massachusetts,Webster,8298,100
Massachusetts,Westborough,10636,100
Massachusetts,West Boylston,4802,100
Massachusetts,West Brookfield,2327,100
Massachusetts,Westminster,5294,100
Massachusetts,Winchendon,5152,100
Massachusetts,Worcester,71370,100
Michigan,Alcona County,7064,100
Michigan,Alger County,5128,100
Michigan,Allegan County,67094,100
Michigan,Alpena County,16969,100
Michigan,Antrim County,15949,100
Michigan,Arenac County,8831,100
Michigan,Baraga County,4038,100
Michigan,Barry County,35905,100
Michigan,Bay County,60255,100
Michigan,Benzie County,12262,100
Michigan,Berrien County,82391,100
Michigan,Branch County,20536,100
Michigan,Calhoun County,66281,100
